index,est,alt,lon,lat,temp,EXP0_DAY,EXP0-OBS,EXP1_DAY,EXP1-OBS,EXP2_DAY,EXP2-OBS,EXP3_DAY,EXP3-OBS,EXP4_DAY,EXP4-OBS,EXP5_DAY,EXP5-OBS,EXP6_DAY,EXP6-OBS,EXP7_DAY,EXP7-OBS,EXP8_DAY,EXP8-OBS,EXP9_DAY,EXP9-OBS,EXP10_DAY,EXP10-OBS
100081,LAMPA,3866,-70.37416666666665,-15.361083333333333,10.527472527472527,11.024846076965332,0.4973735494928047,11.108879089355467,0.5814065618829414,11.089380264282227,0.5619077368096992,11.21475887298584,0.6872863455133125,10.981014251708984,0.45354172423645706,11.050679206848145,0.5232066793756172,10.49960994720459,-0.02786258026793753,10.34329891204834,-0.18417361542418756,10.64268398284912,0.11521145537659372,10.03826141357422,-0.4892111138983086,10.570759773254396,0.04328724578186716
114035,CHUQUIBAMBILLA,3918,-70.72849166666667,-14.787905555555556,9.968750000000004,10.292781829833984,0.3240318298339808,10.338811874389648,0.3700618743896449,10.538629531860352,0.569879531860348,10.580283164978027,0.6115331649780238,10.196295738220217,0.2275457382202113,10.253303527832033,0.2845535278320277,9.708399772644043,-0.2603502273559606,9.675942420959473,-0.2928075790405309,9.79521656036377,-0.17353343963623402,9.47113800048828,-0.4976119995117223,9.4620943069458,-0.5066556930542028
114050,ANANEA,4660,-69.53385555555555,-14.676277777777774,5.408888888888887,4.014724254608153,-1.3941646342807328,4.228263854980469,-1.1806250339084183,4.210242748260498,-1.198646140628389,4.4266700744628915,-0.9822188144259963,4.0774784088134775,-1.3314104800754103,4.143956661224365,-1.2649322276645218,3.8557209968566895,-1.5531678920321976,3.600581645965576,-1.808307242923311,3.5888967514038086,-1.8199921374850785,3.3511104583740234,-2.057778430514864,3.3122251033782963,-2.0966637855105907
115027,PAMPAHUTA,4316,-70.6759861111111,-15.483686111111107,7.489285714285713,5.191858768463135,-2.2974269458225782,6.1059441566467285,-1.3833415576389845,5.266745567321777,-2.222540146963936,6.180787563323975,-1.3084981509617384,5.783793449401856,-1.7054922648838575,5.9418792724609375,-1.5474064418247755,5.724484443664551,-1.7648012706211622,5.299517154693604,-2.189768559592109,5.53368616104126,-1.9555995532444528,5.077749252319336,-2.411536461966377,5.374220371246338,-2.115065343039375
115033,CABANILLAS,3885,-70.34660833333332,-15.639108333333333,11.481868131868133,10.710811614990234,-0.7710565168778984,11.007819175720217,-0.474048956147918,10.76862907409668,-0.7132390577714531,11.257587432861328,-0.2242806990068047,10.8356294631958,-0.646238668672332,10.869609832763672,-0.6122582991044611,10.373686790466307,-1.1081813414018242,10.383265495300293,-1.09860263656784,10.646872520446776,-0.8349956114213555,10.048169136047363,-1.4336989958207695,10.554429054260254,-0.9274390776078788
115035,ARAPA,3837,-70.10904444444444,-15.178572222222225,10.743333333333327,10.42986297607422,-0.3134703572591082,10.705343246459961,-0.037990086873366025,10.582172393798828,-0.16116093953449884,10.780498504638672,0.03716517130534491,11.056547164916992,0.3132138315836652,10.912860870361328,0.16952753702800116,10.38300609588623,-0.3603272374470965,10.40472412109375,-0.33860921223957696,10.570112228393556,-0.17322110493977227,10.170495986938477,-0.5728373463948504,10.495594024658203,-0.24773930867512384
115037,HUANCANE,3842,-69.75830555555554,-15.20686111111111,10.245054945054944,9.674662590026855,-0.5703923550280887,10.324207305908203,0.07915236085325894,9.82005214691162,-0.4250027981433231,10.339184761047363,0.0941298159924191,10.405313491821287,0.16025854676634488,10.4108247756958,0.1657698306408566,10.002745628356934,-0.2423093166980106,9.939486503601074,-0.30556844145387,10.248181343078613,0.003126398023669097,9.68322467803955,-0.5618302670153934,10.11198902130127,-0.13306592375367465
115038,HUARAYA_MOHO,3836,-69.48419166666666,-15.388097222222221,10.439560439560436,9.825889587402344,-0.6136708521580925,10.203153610229492,-0.23640682933094406,9.816601753234863,-0.6229586863255729,10.133505821228027,-0.3060546183324089,10.307613372802734,-0.13194706675770185,10.30121612548828,-0.13834431407215494,9.960925102233887,-0.4786353373265495,10.003079414367676,-0.4364810251927605,10.161508560180664,-0.27805187937977216,9.77228832244873,-0.6672721171117058,10.006136894226074,-0.4334235453343621
115047,TARACO,3828,-69.97247222222222,-15.311666666666667,11.15164835164835,10.83150577545166,-0.3201425761966892,10.975894927978516,-0.1757534236698337,11.004465103149414,-0.14718324849893527,11.056601524353027,-0.095046827295322,10.960559844970703,-0.1910885066776462,11.094082832336426,-0.05756551931192355,10.735042572021484,-0.41660577962686496,10.660412788391113,-0.4912355632572361,10.878847122192383,-0.2728012294559665,10.349783897399902,-0.801864454248447,10.79297161102295,-0.3586767406254001
115052,RINCON_DE_LA_CRUZ,3887,-69.80961111111111,-15.990166666666665,10.710344827586203,9.410408020019533,-1.2999368075666722,9.806357383728027,-0.903987443858176,9.690791130065918,-1.0195536975202852,10.124771118164062,-0.5855737094221407,9.843603134155273,-0.8667416934309298,9.799434661865234,-0.9109101657209688,9.357845306396484,-1.3524995211897188,9.408037185668944,-1.3023076419172581,9.602092742919922,-1.1082520846662811,9.132567405700684,-1.5777774218855196,9.471457481384276,-1.238887346201926
115053,COJATA,4347,-69.36115277777778,-15.011791666666667,7.145930232558137,6.069977760314941,-1.0759524722431957,6.205031871795653,-0.9408983607624828,6.285294532775879,-0.8606356997822582,6.3816871643066415,-0.7642430682514965,5.9860663414001465,-1.1598638911579906,6.200869560241699,-0.945060672316438,6.040347576141357,-1.1055826564167797,5.689715385437013,-1.4562148471211254,6.052214622497559,-1.0937156100605785,5.687966823577881,-1.4579634089802562,5.889738082885742,-1.256192149672395
