index,est,alt,lon,lat,DAY,EXP0_DAY,EXP0-OBS,EXP1_DAY,EXP1-OBS,EXP2_DAY,EXP2-OBS,EXP3_DAY,EXP3-OBS,EXP4_DAY,EXP4-OBS,EXP5_DAY,EXP5-OBS,EXP6_DAY,EXP6-OBS,EXP7_DAY,EXP7-OBS,EXP8_DAY,EXP8-OBS,EXP9_DAY,EXP9-OBS,EXP10_DAY,EXP10-OBS
100059,ICHUс,3778,-70.54270277777778,-16.14108611111111,4.852910641453467,2.737856388092041,-2.115054253361426,2.5813884735107417,-2.2715221679427247,1.9064111709594729,-2.9464994704939937,1.8852626085281368,-2.9676480329253296,2.851994037628174,-2.000916603825293,2.6849679946899414,-2.167942646763525,4.682767868041992,-0.17014277341147466,4.7721524238586435,-0.08075821759482428,3.2033238410949707,-1.649586800358496,3.7460837364196777,-1.106826905033789,4.327642917633057,-0.5252677238204102
100065,ISLA_SOTO,3832,-69.48897222222223,-15.562194444444444,6.374082313681867,3.0071980953216557,-3.3668842183602115,3.571008682250977,-2.80307363143089,4.087700366973877,-2.2863819467079898,4.453829765319824,-1.9202525483620425,3.5689351558685303,-2.8051471578133365,3.424649477005005,-2.949432836676862,6.826218128204347,0.45213581452247903,6.466637134552003,0.09255482087013522,4.152497291564941,-2.2215850221169253,7.0738182067871085,0.6997358931052426,4.025288105010986,-2.3487942086708804
100081,LAMPA,3866,-70.37416666666665,-15.361083333333333,4.287949573600296,2.162028312683105,-2.125921260917191,2.299488067626953,-1.9884615059733437,2.1280441284179688,-2.159905445182328,2.0889337062835693,-2.1990158673167266,3.230524063110352,-1.0574255104899448,2.978282928466797,-1.3096666451334995,6.827200889587402,2.539251315987106,5.379555702209473,1.0916061286091765,4.0213942527771005,-0.2665553208231968,5.928300380706787,1.6403508071064907,5.308900356292725,1.0209507826924282
114035,CHUQUIBAMBILLA,3918,-70.72849166666667,-14.787905555555556,6.408565072302557,4.281628608703613,-2.126936463598944,4.0692052841186515,-2.3393597881839048,3.0291047096252437,-3.379460362677313,3.64695143699646,-2.7616136353060967,4.3819942474365225,-2.0265708248660337,4.1313514709472665,-2.2772136013552915,5.834940910339356,-0.5736241619632017,6.899813652038574,0.4912485797360171,7.326540946960449,0.917975874657892,5.462006092071533,-0.946558980231024,7.093123435974121,0.684558363671564
114038,AYAVIRI,3941,-70.59161111111109,-14.868766666666668,5.065406006674082,4.2286643981933585,-0.8367416084807227,3.726907968521118,-1.338498038152964,3.563828945159912,-1.50157706151417,3.4823238849639893,-1.5830821217100928,5.004668235778809,-0.060737770895273435,4.337533950805663,-0.727872055868418,8.573002815246582,3.5075968085724996,8.459813117980957,3.3944071113068746,7.4814701080322275,2.4160641013581445,7.954203605651855,2.888797598977773,8.65168571472168,3.5862797080475977
114040,PROGRESO,3925,-70.36780555555555,-14.671694444444444,4.8364108268446415,5.468818664550781,0.6324078377061397,5.636153221130371,0.7997423942857296,4.591850757598877,-0.24456006924576454,4.829599380493164,-0.006811446351477457,6.2724785804748535,1.436067753630212,5.317063331604004,0.4806525047593624,12.275495529174805,7.439084702330162,8.475459098815918,3.639048271971277,7.82390022277832,2.987489395933679,8.528652191162111,3.6922413643174683,7.536179065704347,2.699768238859704
114050,ANANEA,4660,-69.53385555555555,-14.676277777777774,4.429646697388633,5.880859375,1.4512126776113667,6.287718296051025,1.8580715986623924,4.990096092224121,0.5604493948354881,5.691452026367188,1.2618053289785545,6.717544078826903,2.2878973814382717,6.659054756164551,2.2294080587759177,7.175461292266847,2.7458145948782127,6.016040325164795,1.586393627776162,5.724264144897461,1.294617447508828,8.598143577575684,4.1684968801870514,7.00205659866333,2.572409901274697
115038,HUARAYA_MOHO,3836,-69.48419166666666,-15.388097222222221,6.636410826844642,3.0472817420959477,-3.589129084748695,2.697580337524414,-3.938830489320228,2.994800567626953,-3.641610259217689,2.9866762161254883,-3.649734610719154,2.988699197769165,-3.647711629075477,3.0130634307861333,-3.623347396058509,7.322049617767334,0.6856387909226918,4.972602367401123,-1.6638084594435192,2.906344175338745,-3.730066651505897,5.7107181549072275,-0.9256926719374156,3.603830575942993,-3.032580250901649
115049,ISLA_TAQUILE,3837,-69.69105555555556,-15.770194444444444,8.45,6.431025505065918,-2.0189744949340813,5.760100841522218,-2.6898991584777825,5.42534875869751,-3.024651241302489,3.9792425632476807,-4.470757436752318,6.339022159576416,-2.1109778404235837,5.352424144744873,-3.0975758552551262,7.890703678131103,-0.5592963218688958,6.722661018371582,-1.7273389816284173,6.55382776260376,-1.8961722373962395,8.145051002502441,-0.3049489974975579,7.774222373962402,-0.6757776260375971
115138,JULIACA,3838,-70.20778333333334,-15.44415,3.5024842417500928,2.5830979347229004,-0.9193863070271924,2.6200971603393555,-0.8823870814107373,1.6992908716201782,-1.8031933701299143,2.313972949981689,-1.1885112917684033,2.293055772781372,-1.2094284689687207,2.907003164291382,-0.5954810774587109,5.348903179168701,1.8464189374186084,4.4467597007751465,0.9442754590250536,4.191334247589111,0.6888500058390186,5.285178184509277,1.7826939427591846,4.361255168914795,0.8587709271647022
115140,SANTA_LUCIA,4045,-70.5992722222222,-15.694075,4.815943641082684,2.7364144325256348,-2.079529208557049,2.3494174480438232,-2.4665261930388604,1.9467620849609373,-2.869181556121746,1.807716965675354,-3.0082266754073297,2.9216704368591313,-1.8942732042235528,2.783337354660034,-2.032606286422649,6.047267436981201,1.2313237958985177,5.98353910446167,1.1675954633789862,3.7060668468475337,-1.1098767942351495,4.733251094818115,-0.08269254626456846,5.4674644470214835,0.6515208059388007
