,0
472DE6A0,9.465
472E112A,13.064468864468862
472E4156,13.325533746556475
472E37C6,11.616300366300365
472CB426,12.323626373626373
47E3903C,7.8545787545787515
472DD33A,12.862222222222222
472CF72C,13.480769230769234
