Unnamed: 0,est,alt,lon,lat,pr,t2m,pr_EXP0,pr_EXP1,pr_EXP2,pr_EXP3,pr_EXP4,pr_EXP5,pr_EXP6,pr_EXP7,pr_EXP8,pr_EXP9,pr_EXP10,t2m_EXP0,t2m_EXP1,t2m_EXP2,t2m_EXP3,t2m_EXP4,t2m_EXP5,t2m_EXP6,t2m_EXP7,t2m_EXP8,t2m_EXP9,t2m_EXP10
114040,PROGRESO,3925.0,-70.36780555555555,-14.671694444444444,4.832967032967031,10.939560439560445,5.025115489959717,5.3023481369018555,4.10544490814209,4.30888557434082,5.732631683349609,5.0250325202941895,10.599281311035156,7.534737586975098,6.975886344909668,7.127440452575684,6.770599842071533,9.925775527954102,10.013898849487305,10.226716041564941,10.397785186767578,9.690747261047363,9.792884826660156,9.219969749450684,9.066633224487305,9.295512199401855,9.271013259887695,9.124505996704102
115046,PUCARA,3877.0,-70.36663888888889,-15.045666666666667,5.580219780219783,11.204395604395602,2.4508635997772217,2.9425911903381348,2.4274349212646484,2.797581911087036,3.5772485733032227,2.8210716247558594,6.539144515991211,5.210046768188477,6.071788311004639,5.135295867919922,5.616713523864746,10.03719425201416,9.895415306091309,10.117477416992188,9.902002334594727,9.782346725463867,9.795586585998535,9.301461219787598,9.272916793823242,9.347590446472168,9.296424865722656,9.265124320983887
114093,PUTINA,3861.0,-69.87569444444443,-14.921,4.396703296703297,11.066483516483512,2.8925724029541016,2.6698856353759766,2.858459949493408,2.52142333984375,2.9673354625701904,2.5680184364318848,6.370105266571045,5.022146701812744,3.309814691543579,6.104649543762207,4.831141471862793,10.487581253051758,10.779935836791992,10.622729301452637,10.904870986938477,10.737414360046387,10.780640602111816,10.199090957641602,10.156826972961426,10.315600395202637,10.107705116271973,10.228809356689453
115140,SANTA_LUCIA,4045.0,-70.5992722222222,-15.694075,4.745054945054945,10.304545454545453,2.4236831665039062,2.1017560958862305,1.6994270086288452,1.677962303161621,2.8373007774353027,2.5812928676605225,5.490135669708252,5.280464172363281,3.39332914352417,4.177072048187256,4.835257053375244,8.256821632385254,8.582257270812988,8.281811714172363,8.637439727783203,8.395682334899902,8.419676780700684,8.226877212524414,8.11507511138916,8.280186653137207,7.650893688201904,8.215282440185547
116030,TAHUACO_-_YUNGUYO,3888.0,-69.07472222222222,-16.307833333333335,3.2879120879120887,10.134883720930233,5.164234161376953,4.29006814956665,4.4761199951171875,4.417222499847412,4.525444507598877,4.103204250335693,7.305175304412842,6.09357213973999,5.477092266082764,6.152802467346191,5.6576738357543945,10.648212432861328,10.671996116638184,10.675261497497559,10.749326705932617,10.732996940612793,10.754585266113281,10.427628517150879,10.40210247039795,10.423394203186035,10.355328559875488,10.351105690002441
115047,TARACO,3828.0,-69.97247222222222,-15.311666666666667,3.1670329670329664,11.15164835164835,2.493163585662842,2.321251392364502,2.0854313373565674,2.200728416442871,2.328190565109253,2.288245439529419,4.755089282989502,3.9873769283294678,3.1856937408447266,4.325015068054199,3.091599941253662,10.723755836486816,10.877152442932129,10.900300025939941,10.985566139221191,10.880777359008789,11.016365051269531,10.725931167602539,10.627413749694824,10.79382610321045,10.369575500488281,10.732306480407715
472E112A,ILAVE,3850.0,-69.62591666666665,-16.08825,3.0736263736263734,10.650097547380156,4.759136199951172,4.900912284851074,3.708491325378418,3.3740978240966797,5.089765548706055,4.919196605682373,7.6113080978393555,7.299594402313232,5.535067558288574,7.27441930770874,5.8600053787231445,10.612074851989746,10.705439567565918,10.741130828857422,10.872578620910645,10.699058532714844,10.706037521362305,10.31240177154541,10.247922897338867,10.475301742553711,9.992742538452148,10.343279838562012
472CF72C,JULIACA,3826.0,-70.17122222222223,-15.471055555555555,3.6307692307692303,10.538598901098904,2.4170355796813965,2.3689358234405518,1.6326627731323242,1.9026089906692505,2.036086082458496,2.5070061683654785,4.398716926574707,4.328280925750732,4.806268692016602,4.247671127319336,4.166571140289307,11.221720695495605,11.339391708374023,11.347783088684082,11.40933609008789,11.92358112335205,11.954252243041992,11.497337341308594,11.762261390686035,11.658843040466309,11.327210426330566,11.550457000732422
472CB426,LARAQUERI,3928.0,-70.04588888888888,-16.135916666666667,4.2615384615384615,9.272710622710619,4.477261543273926,4.722794055938721,3.778560161590576,3.5729193687438965,4.399018287658691,4.4637980461120605,6.732235431671143,7.032829761505127,4.705817222595215,6.360054969787598,6.191789150238037,10.701687812805176,10.55970573425293,10.908069610595703,10.823193550109863,10.369139671325684,10.420183181762695,9.94257926940918,9.670211791992188,10.003018379211426,9.649103164672852,9.893511772155762
472E37C6,PALCA,4073.0,-70.59315,-15.235866666666665,5.864835164835164,8.729441391941387,3.308947801589966,3.127302646636963,2.9337241649627686,2.8316338062286377,3.7161080837249756,3.5689730644226074,7.532776355743408,6.242283821105957,5.819875240325928,5.349067211151123,5.103119373321533,9.105119705200195,9.453216552734375,9.153207778930664,9.513150215148926,9.19882583618164,9.253034591674805,8.97363567352295,8.807659149169922,8.90573501586914,8.668854713439941,8.942610740661621
