lon,lat,t2m,tipo,distancia,acum_distancia,topo
-69.477783203125,-15.396408081054688,10.203153610229492,1,0.0,0.0,3888.0205078125
-69.48419166666666,-15.38809722222222,10.439560439560436,0,1.154417269415988,1.154417269415988,3888.0205078125
-69.49605560302734,-15.3787841796875,10.510537147521973,1,1.6590893711335704,2.8135066405495586,3834.000732421875
-69.51432800292969,-15.3787841796875,10.39806079864502,1,2.0099639892578125,4.823470629807371,3823.001953125
-69.53260803222656,-15.361175537109375,9.561054229736328,1,2.7919719824738674,7.615442612281239,3940.634033203125
-69.5508804321289,-15.343551635742188,8.613285064697266,1,2.7925325818792976,10.407975194160537,4084.3544921875
-69.56915283203125,-15.325927734375,8.62423324584961,1,2.7925325818792976,13.200507776039835,4078.018798828125
-69.5874252319336,-15.325927734375,8.849491119384766,1,2.0099639892578125,15.210471765297648,4064.433837890625
-69.60569763183594,-15.308296203613281,9.403576850891113,1,2.7931152589591677,18.003587024256817,4010.95556640625
-69.62397003173828,-15.290679931640625,10.379371643066406,1,2.791950035460837,20.795537059717653,3897.1162109375
-69.64225006103516,-15.273048400878906,10.158352851867676,1,2.793719243582311,23.589256303299962,3908.954345703125
-69.6605224609375,-15.273048400878906,10.137142181396484,1,2.0099639892578125,25.599220292557774,3854.30859375
-69.67879486083984,-15.255416870117188,10.219755172729492,1,2.7931152589591677,28.392335551516943,3815.474609375
-69.69706726074219,-15.237785339355469,10.092482566833496,1,2.7931152589591677,31.185450810476112,3821.04345703125
-69.71533966064453,-15.22015380859375,8.494003295898438,1,2.7931152589591677,33.97856606943528,4057.095703125
-69.73361206054688,-15.22015380859375,9.842995643615723,1,2.0099639892578125,35.988530058693094,3908.97607421875
-69.75830555555554,-15.20686111111111,10.245054945054942,0,3.084837187843929,39.073367246537025,3876.99560546875
-69.75189208984375,-15.202522277832031,10.324207305908203,1,0.8517581825758677,39.925125429112896,3876.99560546875
-69.75189208984375,-15.202522277832031,10.324207305908203,1,0.0,39.925125429112896,3876.99560546875
-69.7701644897461,-15.202522277832031,10.744508743286133,1,2.0099639892578125,41.93508941837071,3839.592041015625
-69.75830555555554,-15.20686111111111,10.245054945054942,0,1.3890512991790178,43.324140717549724,3876.99560546875
-69.78843688964844,-15.22015380859375,10.849112510681152,1,3.622647721909165,46.94678843945889,3827.113525390625
-69.80670928955078,-15.22015380859375,10.870318412780762,1,2.0099639892578125,48.956752428716705,3818.97412109375
-69.82498168945312,-15.237785339355469,10.85062313079834,1,2.7931152589591677,51.749867687675874,3818.5
-69.84325408935547,-15.237785339355469,10.789722442626953,1,2.0099639892578125,53.759831676933686,3818.654541015625
-69.86153411865234,-15.255416870117188,10.651074409484863,1,2.793719243582311,56.553550920515995,3819.7392578125
-69.87980651855469,-15.255416870117188,10.776301383972168,1,2.0099639892578125,58.56351490977381,3817.936279296875
-69.89807891845703,-15.273048400878906,10.794037818908691,1,2.7931152589591677,61.35663016873298,3815.880859375
-69.91635131835938,-15.273048400878906,10.910409927368164,1,2.0099639892578125,63.36659415799079,3822.2119140625
-69.93462371826172,-15.290679931640625,11.073359489440918,1,2.7931152589591677,66.15970941694995,3821.65625
-69.95289611816406,-15.290679931640625,11.003168106079102,1,2.0099639892578125,68.16967340620776,3822.94384765625
-69.97117614746094,-15.308296203613281,10.975894927978516,1,2.7925542721031134,70.96222767831088,3824.04296875
-69.97247222222222,-15.311666666666667,11.15164835164835,0,0.39721776756722094,71.35944544587811,3824.04296875
-69.97117614746094,-15.308296203613281,10.975894927978516,1,0.39721776756722094,71.75666321344534,3824.04296875
-69.97247222222222,-15.311666666666667,11.15164835164835,0,0.39721776756722094,72.15388098101256,3824.04296875
-69.97117614746094,-15.325927734375,10.961607933044434,1,1.5751825703132591,73.72906355132582,3825.68359375
-69.95289611816406,-15.343551635742188,10.796669006347656,1,2.793136692499856,76.52220024382568,3820.2763671875
-69.95289611816406,-15.361175537109375,10.807740211486816,1,1.938629150390625,78.4608293942163,3820.716796875
-69.93462371826172,-15.3787841796875,10.411710739135742,1,2.791367619785591,81.2521970140019,3817.624267578125
-69.93462371826172,-15.396408081054688,10.594138145446777,1,1.938629150390625,83.19082616439252,3818.020751953125
-69.93462371826172,-15.414024353027344,10.384320259094238,1,1.9377899169921875,85.1286160813847,3820.51708984375
-69.91635131835938,-15.431640625,10.365306854248047,1,2.791950035460837,87.92056611684555,3816.791015625
