,0
472DE6A0,0.13055555555555556
472E112A,0.07326007326007332
472E4156,0.08428030303030304
472E37C6,0.27765567765567767
472E8448,0.2326923076923076
472CB426,0.166941391941392
47E3903C,0.18882783882783882
210003,0.14444444444444446
472DD33A,0.00037037037037037035
472CF72C,0.18076923076923077
