lon,lat,pr,tipo,distancia,acum_distancia,topo
-69.9518055555555,-14.7669444444444,4.13258426966292,0,0.0,0.0,3927.55517578125
-69.95289611816406,-14.761207580566406,4.008552074432373,1,0.6423560546066349,0.6423560546066349,3927.55517578125
-69.97117614746094,-14.761207580566406,4.334015369415283,1,2.01080322265625,2.653159277262885,4008.73095703125
-69.98944854736328,-14.761207580566406,4.307884693145752,1,2.0099639892578125,4.663123266520698,4047.111328125
-70.00772094726562,-14.743537902832031,4.534955978393555,1,2.796030601419959,7.459153867940657,4121.1884765625
-70.02599334716797,-14.743537902832031,5.1155548095703125,1,2.0099639892578125,9.46911785719847,4196.36572265625
-70.04426574707031,-14.743537902832031,4.700028896331787,1,2.0099639892578125,11.479081846456282,4020.3759765625
-70.06254577636719,-14.743537902832031,4.840473651885986,1,2.01080322265625,13.489885069112532,4078.703125
-70.13563537597656,-14.725860595703125,4.915585041046143,1,8.271661186031498,21.76154625514403,4018.01025390625
-70.11736297607422,-14.725860595703125,5.201045989990234,1,2.0099639892578125,23.771510244401842,4077.427978515625
-70.1539077758789,-14.725860595703125,4.889360427856445,1,4.019927978515625,27.791438222917467,4054.8720703125
-70.08081817626953,-14.725860595703125,5.540151596069336,1,8.03985595703125,35.83129417994871,4134.3525390625
-70.09909057617188,-14.725860595703125,5.228114604949951,1,2.0099639892578125,37.841258169206526,4083.51513671875
-70.17218780517578,-14.708183288574219,5.087391376495361,1,8.272476903085812,46.113735072292336,4009.159423828125
-70.19046020507812,-14.708183288574219,5.095426082611084,1,2.0099639892578125,48.12369906155015,3968.39599609375
-70.20873260498047,-14.708183288574219,4.875305652618408,1,2.0099639892578125,50.13366305080796,3957.9970703125
-70.22700500488281,-14.708183288574219,5.226223468780518,1,2.0099639892578125,52.14362704006577,4034.366455078125
-70.24527740478516,-14.708183288574219,5.483612537384033,1,2.0099639892578125,54.153591029323586,4071.481201171875
-70.2635498046875,-14.690513610839844,6.259866714477539,1,2.796030601419959,56.94962163074354,4208.5400390625
-70.28182983398438,-14.690513610839844,5.400793552398682,1,2.01080322265625,58.96042485339979,3999.50244140625
-70.30010223388672,-14.690513610839844,4.818109035491943,1,2.0099639892578125,60.970388842657606,3895.100830078125
-70.31837463378906,-14.690513610839844,4.9119367599487305,1,2.0099639892578125,62.98035283191542,3899.0380859375
-70.37319946289062,-14.672836303710938,5.636153221130371,1,6.336466979909001,69.31681981182442,3948.9228515625
-70.3366470336914,-14.672836303710938,5.694136619567871,1,4.0207672119140625,73.33758702373848,3934.842041015625
-70.35491943359375,-14.672836303710938,5.631110191345215,1,2.0099639892578125,75.34755101299629,3943.60888671875
-70.3678055555555,-14.6716944444444,4.83296703296703,0,1.4230275400545773,76.77057855305087,3948.9228515625
-70.3678055555555,-14.6716944444444,4.83296703296703,0,0.0,76.77057855305087,3948.9228515625
-70.39147186279297,-14.672836303710938,5.434937953948975,1,2.6063221374563144,79.37690069050718,3958.98388671875
-70.37319946289062,-14.672836303710938,5.636153221130371,1,2.0099639892578125,81.386864679765,3948.9228515625
-70.40974426269531,-14.690513610839844,4.917822360992432,1,4.465525267999482,85.85238994776448,3949.383544921875
-70.42801666259766,-14.690513610839844,5.063479423522949,1,2.0099639892578125,87.86235393702229,3973.94091796875
-70.4462890625,-14.690513610839844,5.083384990692139,1,2.0099639892578125,89.8723179262801,3901.64697265625
-70.46456146240234,-14.708183288574219,5.396493911743164,1,2.796030601419959,92.66834852770006,3964.81494140625
-70.48284149169922,-14.708183288574219,5.739744663238525,1,2.01080322265625,94.67915175035631,3979.287353515625
-70.50111389160156,-14.725860595703125,5.322310924530029,1,2.7966140607531647,97.47576581110948,3896.5791015625
-70.5193862915039,-14.725860595703125,5.538968563079834,1,2.0099639892578125,99.4857298003673,3965.29541015625
-70.53765869140625,-14.725860595703125,5.65604829788208,1,2.0099639892578125,101.49569378962511,3943.10693359375
-70.59248352050781,-14.743537902832031,5.61294412612915,1,6.336466979909001,107.83216076953411,4206.65673828125
-70.5559310913086,-14.743537902832031,6.235016822814941,1,4.0207672119140625,111.85292798144818,4235.06982421875
-70.57420349121094,-14.743537902832031,5.822046279907227,1,2.0099639892578125,113.86289197070599,4135.0029296875
-70.61075592041016,-14.761207580566406,4.9160075187683105,1,4.465915455801516,118.32880742650751,4071.481689453125
-70.6290283203125,-14.761207580566406,5.259981632232666,1,2.0099639892578125,120.33877141576532,4024.3212890625
-70.64730072021484,-14.778877258300781,5.252107620239258,1,2.796030601419959,123.13480201718528,4089.842041015625
-70.66557312011719,-14.778877258300781,5.197603702545166,1,2.0099639892578125,125.14476600644309,4015.880859375
-70.68384552001953,-14.778877258300781,5.168374061584473,1,2.0099639892578125,127.1547299957009,4029.880859375
-70.7284916666667,-14.7879055555556,6.4010989010989,0,5.010483170046299,132.1652131657472,3914.5498046875
-70.7021255493164,-14.796546936035156,5.13755464553833,1,3.052070079263315,135.2172832450105,3915.81689453125
-70.72039794921875,-14.796546936035156,4.069205284118652,1,2.0099639892578125,137.2272472342683,3914.5498046875
-70.7284916666667,-14.7879055555556,6.4010989010989,0,1.3023819702791442,138.52962920454746,3914.5498046875
-70.72039794921875,-14.796546936035156,4.069205284118652,1,1.3023819702791442,139.83201117482662,3914.5498046875
-70.7021255493164,-14.814208984375,5.054659843444824,1,2.795447272258378,142.627458447085,3909.01513671875
-70.68384552001953,-14.814208984375,4.665525436401367,1,2.01080322265625,144.63826166974124,3920.752685546875
-70.66557312011719,-14.831878662109375,4.348104953765869,1,2.796030601419959,147.4342922711612,3918.59765625
-70.64730072021484,-14.831878662109375,4.250082969665527,1,2.0099639892578125,149.44425626041902,3947.99267578125
-70.6290283203125,-14.849540710449219,4.257439136505127,1,2.795447272258378,152.2397035326774,3963.53955078125
-70.61075592041016,-14.849540710449219,4.241857528686523,1,2.0099639892578125,154.2496675219352,4032.3955078125
-70.59248352050781,-14.867202758789062,3.726907968521118,1,2.795447272258378,157.04511479419358,3948.43994140625
-70.5916111111111,-14.8687666666667,5.04175824175824,0,0.19698619916855845,157.24210099336213,3948.43994140625
-70.59248352050781,-14.867202758789062,3.726907968521118,1,0.19698619916855845,157.43908719253068,3948.43994140625
-70.5916111111111,-14.8687666666667,5.04175824175824,0,0.19698619916855845,157.63607339169923,3948.43994140625
-70.59248352050781,-14.884872436523438,3.6269028186798096,1,1.7742318738224172,159.41030526552166,3908.29443359375
-70.59248352050781,-14.90252685546875,3.523780345916748,1,1.941986083984375,161.35229134950603,3926.7119140625
-70.59248352050781,-14.920181274414062,3.4852848052978516,1,1.941986083984375,163.2942774334904,3911.4453125
-70.59248352050781,-14.937843322753906,3.668323278427124,1,1.9428253173828125,165.23710275087322,3911.966064453125
-70.59248352050781,-14.955497741699219,4.010774612426758,1,1.941986083984375,167.1790888348576,4060.705322265625
-70.59248352050781,-14.973152160644531,3.834407329559326,1,1.941986083984375,169.12107491884197,4089.33935546875
-70.59248352050781,-14.990806579589844,3.834984064102173,1,1.941986083984375,171.06306100282634,4123.28515625
-70.59248352050781,-15.008453369140625,3.7642643451690674,1,1.9411468505859375,173.00420785341228,4118.1728515625
-70.59248352050781,-15.026100158691406,3.70495867729187,1,1.9411468505859375,174.94535470399822,4043.56689453125
-70.59248352050781,-15.043754577636719,3.7325150966644287,1,1.941986083984375,176.8873407879826,4011.49609375
-70.59248352050781,-15.0614013671875,3.6104109287261963,1,1.9411468505859375,178.82848763856853,3982.452392578125
-70.59248352050781,-15.079048156738281,3.681720733642578,1,1.9411468505859375,180.76963448915447,4022.02197265625
-70.59248352050781,-15.096687316894531,4.030843734741211,1,1.9403076171875,182.70994210634197,4055.555908203125
-70.59248352050781,-15.114326477050781,5.154800891876221,1,1.9403076171875,184.65024972352947,4350.216796875
-70.59248352050781,-15.131973266601562,5.764441013336182,1,1.9411468505859375,186.5913965741154,4681.8671875
-70.59248352050781,-15.149612426757812,5.260262966156006,1,1.9403076171875,188.5317041913029,4614.3056640625
-70.59248352050781,-15.167251586914062,4.97255277633667,1,1.9403076171875,190.4720118084904,4551.6240234375
-70.59248352050781,-15.184883117675781,4.385500907897949,1,1.9394683837890625,192.41148019227947,4562.4443359375
-70.59248352050781,-15.202522277832031,3.8174209594726562,1,1.9403076171875,194.35178780946697,4356.03125
-70.59248352050781,-15.22015380859375,3.7464210987091064,1,1.9394683837890625,196.29125619325603,4305.884765625
-70.59315,-15.2358666666667,5.86483516483516,0,1.7299685127722755,198.0212247060283,4087.30859375
-70.59248352050781,-15.237785339355469,3.5073206424713135,1,0.22342459036891055,198.24464929639723,4087.30859375
-70.59315,-15.2358666666667,5.86483516483516,0,0.22342459036891055,198.46807388676615,4087.30859375
-70.59248352050781,-15.237785339355469,3.5073206424713135,1,0.22342459036891055,198.69149847713507,4087.30859375
-70.59248352050781,-15.255416870117188,3.7082345485687256,1,1.9394683837890625,200.63096686092413,4142.611328125
-70.59248352050781,-15.273048400878906,4.154625415802002,1,1.9394683837890625,202.5704352447132,4286.60546875
-70.59248352050781,-15.290679931640625,4.682622909545898,1,1.9394683837890625,204.50990362850226,4388.00390625
-70.59248352050781,-15.308296203613281,4.766313552856445,1,1.9377899169921875,206.44769354549445,4455.91943359375
-70.59248352050781,-15.325927734375,4.600269794464111,1,1.9394683837890625,208.3871619292835,4514.01904296875
-70.59248352050781,-15.343551635742188,4.566715240478516,1,1.938629150390625,210.32579107967413,4492.82763671875
-70.59248352050781,-15.361175537109375,4.878876209259033,1,1.938629150390625,212.26442023006476,4662.8798828125
-70.59248352050781,-15.3787841796875,6.115708351135254,1,1.93695068359375,214.2013709136585,4729.28173828125
-70.59248352050781,-15.396408081054688,6.826111316680908,1,1.938629150390625,216.14000006404913,4923.2373046875
-70.59248352050781,-15.414024353027344,5.9273200035095215,1,1.9377899169921875,218.07778998104132,4765.181640625
-70.59248352050781,-15.431640625,4.891486644744873,1,1.9377899169921875,220.0155798980335,4557.8505859375
-70.59248352050781,-15.449256896972656,4.68526029586792,1,1.9377899169921875,221.9533698150257,4489.06103515625
-70.59248352050781,-15.466865539550781,4.371510982513428,1,1.93695068359375,223.89032049861945,4599.857421875
-70.59248352050781,-15.484474182128906,3.828092098236084,1,1.93695068359375,225.8272711822132,4609.88232421875
-70.59248352050781,-15.502082824707031,2.976463794708252,1,1.93695068359375,227.76422186580695,4471.794921875
-70.59248352050781,-15.519691467285156,2.870722770690918,1,1.93695068359375,229.7011725494007,4568.380859375
-70.59248352050781,-15.537300109863281,3.2375621795654297,1,1.93695068359375,231.63812323299445,4671.47607421875
-70.59248352050781,-15.554901123046875,3.948786497116089,1,1.9361114501953125,233.57423468318976,4708.6318359375
-70.59248352050781,-15.572509765625,4.330085754394531,1,1.93695068359375,235.5111853667835,4757.650390625
-70.59248352050781,-15.590110778808594,4.234209060668945,1,1.9361114501953125,237.44729681697882,4712.681640625
-70.59248352050781,-15.607711791992188,3.4677298069000244,1,1.9361114501953125,239.38340826717413,4481.771484375
-70.59248352050781,-15.625312805175781,3.24529767036438,1,1.9361114501953125,241.31951971736945,4353.7109375
-70.59248352050781,-15.642913818359375,2.6875863075256348,1,1.9361114501953125,243.25563116756476,4110.15966796875
-70.59248352050781,-15.660507202148438,2.400615692138672,1,1.935272216796875,245.19090338436163,4062.981201171875
-70.59248352050781,-15.678108215332031,2.323690176010132,1,1.9361114501953125,247.12701483455695,4061.71337890625
-70.5992722222222,-15.694075,4.74505494505495,0,1.908506922062893,249.03552175661983,4117.2333984375
-70.59248352050781,-15.695693969726562,2.3494174480438232,1,0.7676986131961057,249.80322036981593,4117.2333984375
-70.5992722222222,-15.694075,4.74505494505495,0,0.7676986131961057,250.57091898301204,4117.2333984375
-70.59248352050781,-15.695693969726562,2.3494174480438232,1,0.7676986131961057,251.33861759620814,4117.2333984375
-70.57420349121094,-15.695693969726562,2.364894390106201,1,2.01080322265625,253.3494208188644,4147.5244140625
