,0
472DE6A0,0.21222222222222223
472E112A,0.18518518518518523
472E4156,0.07661913250148546
472E37C6,0.21342592592592596
472E8448,0.1442592592592592
472CB426,0.19027777777777777
47E3903C,0.12453703703703703
210003,0.09166666666666667
472DD33A,0.00037037037037037035
472CF72C,0.12314814814814812
