Unnamed: 0,est,alt,lon,lat,t2m,dia,noche
472E112A,ILAVE,3850.0,-69.62591666666665,-16.08825,10.650097547380156,8.236851851851851,13.064468864468862
472E4156,ILLPA,3827.0,-70.079875,-15.687255555555556,11.915488569723475,8.31524064171123,13.325533746556475
472CF72C,JULIACA,3826.0,-70.17122222222223,-15.471055555555555,10.538598901098904,7.601574074074074,13.480769230769234
472CB426,LARAQUERI,3928.0,-70.04588888888888,-16.135916666666667,9.27271062271062,6.214722222222221,12.323626373626372
472E37C6,PALCA,4073.0,-70.59315,-15.235866666666665,8.729441391941387,5.850833333333334,11.616300366300363
472DD33A,PUNO,3812.0,-70.01208333333334,-15.82625,10.977854753941708,9.076018518518518,12.862222222222222
