code,est,lat,lon,dia
472E112A,ILAVE,-16.08825,-69.62591666666665,0.1851851851851852
472CF72C,JULIACA,-15.471055555555555,-70.17122222222223,0.1231481481481481
472E8448,LAGUNILLAS,-15.745616666666663,-70.67750000000002,0.1442592592592592
472CB426,LARAQUERI,-16.135916666666667,-70.04588888888888,0.1902777777777777
472E37C6,PALCA,-15.235866666666665,-70.59315,0.2134259259259259
